Covariance Matrix:
1.056539 0.003653 -0.008362 -0.006328
Bootstrap Confidence Intervals for Covariance Matrix:
Element [0,0]: 0.978721, 1.000860
Element [0,1]: -0.015939, -0.002085
Element [0,2]: -0.013690, 0.000091
Element [0,3]: -0.013316, 0.002337
Element [1,0]: -0.015939, -0.002085
Element [1,1]: 0.979020, 0.997786
Element [1,2]: 0.001412, 0.016183
Element [1,3]: -0.017785, -0.002523
Element [2,0]: -0.013690, 0.000091
Element [2,1]: 0.001412, 0.016183
Element [2,2]: 0.987204, 1.008844
Element [2,3]: 0.016066, 0.031288
Element [3,0]: -0.013316, 0.002337
Element [3,1]: -0.017785, -0.002523
Element [3,2]: 0.016066, 0.031288
Element [3,3]: 0.985455, 1.007089

Covariance Matrix:
0.974227 -0.001994 0.006841 0.003111
-0.001994 0.970724 0.009712 0.024628
0.006841 0.009712 0.941971 -0.010020
0.003111 0.024628 -0.010020 0.946488
Bootstrap Confidence Intervals for Covariance Matrix:
Element [0,0]: 0.962695, 0.983575
Element [0,1]: -0.008599, 0.006917
Element [0,2]: -0.000203, 0.013852
Element [0,3]: -0.003637, 0.011175
Element [1,0]: -0.008599, 0.006917
Element [1,1]: 0.960111, 0.980126
Element [1,2]: 0.002292, 0.016726
Element [1,3]: 0.015684, 0.032075
Element [2,0]: -0.000203, 0.013852
Element [2,1]: 0.002292, 0.016726
Element [2,2]: 0.930316, 0.951098
Element [2,3]: -0.017365, -0.002374
Element [3,0]: -0.003637, 0.011175
Element [3,1]: 0.015684, 0.032075
Element [3,2]: -0.017365, -0.002374
Element [3,3]: 0.935739, 0.956524

Covariance Matrix:
0.982923 -0.004201 0.014749 0.006325
-0.004201 0.981381 -0.008723 0.015128
0.014749 -0.008723 0.990224 -0.015611
0.006325 0.015128 -0.015611 0.974639
Bootstrap Confidence Intervals for Covariance Matrix:
Element [0,0]: 0.972760, 0.991759
Element [0,1]: -0.011543, 0.003529
Element [0,2]: 0.006943, 0.021205
Element [0,3]: 0.000439, 0.013859
Element [1,0]: -0.011543, 0.003529
Element [1,1]: 0.972083, 0.992050
Element [1,2]: -0.016067, -0.001375
Element [1,3]: 0.007599, 0.022947
Element [2,0]: 0.006943, 0.021205
Element [2,1]: -0.016067, -0.001375
Element [2,2]: 0.980915, 1.000710
Element [2,3]: -0.021187, -0.008330
Element [3,0]: 0.000439, 0.013859
Element [3,1]: 0.007599, 0.022947
Element [3,2]: -0.021187, -0.008330
Element [3,3]: 0.965952, 0.984644

Covariance Matrix:
0.998078 0.005516 0.013875 0.006367
0.005516 0.998792 -0.001687 0.008094
0.013875 -0.001687 0.988732 0.008891
0.006367 0.008094 0.008891 0.978122
Bootstrap Confidence Intervals for Covariance Matrix:
Element [0,0]: 0.989117, 1.008146
Element [0,1]: -0.001700, 0.013073
Element [0,2]: 0.006629, 0.020960
Element [0,3]: -0.001087, 0.012651
Element [1,0]: -0.001700, 0.013073
Element [1,1]: 0.988465, 1.008319
Element [1,2]: -0.009475, 0.005051
Element [1,3]: 0.000528, 0.014505
Element [2,0]: 0.006629, 0.020960
Element [2,1]: -0.009475, 0.005051
Element [2,2]: 0.977483, 1.000921
Element [2,3]: 0.000544, 0.016042
Element [3,0]: -0.001087, 0.012651
Element [3,1]: 0.000528, 0.014505
Element [3,2]: 0.000544, 0.016042
Element [3,3]: 0.966930, 0.988407

Covariance Matrix:
0.967106 -0.009521 -0.000554 -0.003253
-0.009521 0.996705 -0.002770 0.013053
-0.000554 -0.002770 0.933679 -0.008981
-0.003253 0.013053 -0.008981 0.988275
Bootstrap Confidence Intervals for Covariance Matrix:
Element [0,0]: 0.956220, 0.978863
Element [0,1]: -0.015913, -0.002922
Element [0,2]: -0.008680, 0.007075
Element [0,3]: -0.010057, 0.003641
Element [1,0]: -0.015913, -0.002922
Element [1,1]: 0.986183, 1.006699
Element [1,2]: -0.008967, 0.004398
Element [1,3]: 0.005108, 0.019264
Element [2,0]: -0.008680, 0.007075
Element [2,1]: -0.008967, 0.004398
Element [2,2]: 0.922471, 0.942009
Element [2,3]: -0.015455, -0.001320
Element [3,0]: -0.010057, 0.003641
Element [3,1]: 0.005108, 0.019264
Element [3,2]: -0.015455, -0.001320
Element [3,3]: 0.978171, 1.001479

Covariance Matrix:
0.937161 -0.003178 -0.009530 -0.009636
-0.003178 0.930763 0.003278 0.005442
-0.009530 0.003278 0.936124 0.010761
-0.009636 0.005442 0.010761 0.950841
Bootstrap Confidence Intervals for Covariance Matrix:
Element [0,0]: 0.925070, 0.947695
Element [0,1]: -0.011036, 0.003988
Element [0,2]: -0.016307, -0.003007
Element [0,3]: -0.016392, -0.003877
Element [1,0]: -0.011036, 0.003988
Element [1,1]: 0.920220, 0.941094
Element [1,2]: -0.003842, 0.009421
Element [1,3]: -0.001838, 0.011594
Element [2,0]: -0.016307, -0.003007
Element [2,1]: -0.003842, 0.009421
Element [2,2]: 0.927242, 0.949881
Element [2,3]: 0.004441, 0.018409
Element [3,0]: -0.016392, -0.003877
Element [3,1]: -0.001838, 0.011594
Element [3,2]: 0.004441, 0.018409
Element [3,3]: 0.940370, 0.960730

Covariance Matrix:
1.066367 -0.002625 0.005912 0.021945
-0.002625 1.039384 0.012432 0.018898
0.005912 0.012432 1.078202 -0.011088
0.021945 0.018898 -0.011088 1.072905
Bootstrap Confidence Intervals for Covariance Matrix:
Element [0,0]: 1.055529, 1.078669
Element [0,1]: -0.008785, 0.007319
Element [0,2]: -0.002624, 0.014851
Element [0,3]: 0.013795, 0.029665
Element [1,0]: -0.008785, 0.007319
Element [1,1]: 1.029649, 1.048619
Element [1,2]: 0.005068, 0.021147
Element [1,3]: 0.011357, 0.026971
Element [2,0]: -0.002624, 0.014851
Element [2,1]: 0.005068, 0.021147
Element [2,2]: 1.066820, 1.089455
Element [2,3]: -0.018174, -0.003490
Element [3,0]: 0.013795, 0.029665
Element [3,1]: 0.011357, 0.026971
Element [3,2]: -0.018174, -0.003490
Element [3,3]: 1.059348, 1.085029

Covariance Matrix:
0.986859 -0.001473 0.003727 0.006725
-0.001473 1.006351 -0.003943 0.016966
0.003727 -0.003943 1.014924 0.003411
0.006725 0.016966 0.003411 1.023224
Bootstrap Confidence Intervals for Covariance Matrix:
Element [0,0]: 0.975065, 0.996063
Element [0,1]: -0.008655, 0.006952
Element [0,2]: -0.003915, 0.012129
Element [0,3]: -0.001044, 0.014958
Element [1,0]: -0.008655, 0.006952
Element [1,1]: 0.995703, 1.017611
Element [1,2]: -0.011499, 0.004843
Element [1,3]: 0.010031, 0.025133
Element [2,0]: -0.003915, 0.012129
Element [2,1]: -0.011499, 0.004843
Element [2,2]: 1.003643, 1.027361
Element [2,3]: -0.004023, 0.010223
Element [3,0]: -0.001044, 0.014958
Element [3,1]: 0.010031, 0.025133
Element [3,2]: -0.004023, 0.010223
Element [3,3]: 1.011507, 1.035496

Covariance Matrix:
0.997339 -0.003183 0.005753 -0.014576
-0.003183 0.989505 -0.013723 -0.009584
0.005753 -0.013723 1.015695 -0.004908
-0.014576 -0.009584 -0.004908 0.983567
Bootstrap Confidence Intervals for Covariance Matrix:
Element [0,0]: 0.985975, 1.007322
Element [0,1]: -0.010258, 0.004879
Element [0,2]: -0.001624, 0.014063
Element [0,3]: -0.022523, -0.006959
Element [1,0]: -0.010258, 0.004879
Element [1,1]: 0.977835, 0.999764
Element [1,2]: -0.021467, -0.005365
Element [1,3]: -0.015932, -0.002204
Element [2,0]: -0.001624, 0.014063
Element [2,1]: -0.021467, -0.005365
Element [2,2]: 1.005485, 1.026553
Element [2,3]: -0.014418, 0.003038
Element [3,0]: -0.022523, -0.006959
Element [3,1]: -0.015932, -0.002204
Element [3,2]: -0.014418, 0.003038
Element [3,3]: 0.973421, 0.993558

Covariance Matrix:
0.994019 0.001422 0.000054 0.010545
0.001422 1.017322 -0.006790 -0.003243
0.000054 -0.006790 1.002505 -0.012688
0.010545 -0.003243 -0.012688 1.004234
Bootstrap Confidence Intervals for Covariance Matrix:
Element [0,0]: 0.983543, 1.003467
Element [0,1]: -0.007854, 0.008797
Element [0,2]: -0.006540, 0.008583
Element [0,3]: 0.003786, 0.017498
Element [1,0]: -0.007854, 0.008797
Element [1,1]: 1.006613, 1.027636
Element [1,2]: -0.013535, 0.000353
Element [1,3]: -0.010618, 0.004530
Element [2,0]: -0.006540, 0.008583
Element [2,1]: -0.013535, 0.000353
Element [2,2]: 0.991383, 1.013683
Element [2,3]: -0.020791, -0.004723
Element [3,0]: 0.003786, 0.017498
Element [3,1]: -0.010618, 0.004530
Element [3,2]: -0.020791, -0.004723
Element [3,3]: 0.992965, 1.015502

Covariance Matrix:
1.026737 0.001573 0.008389 0.003889
0.001573 1.009252 0.017711 0.017467
0.008389 0.017711 0.968765 0.024597
0.003889 0.017467 0.024597 1.006601
Bootstrap Confidence Intervals for Covariance Matrix:
Element [0,0]: 1.015942, 1.037903
Element [0,1]: -0.005947, 0.008525
Element [0,2]: 0.001607, 0.016440
Element [0,3]: -0.004762, 0.012297
Element [1,0]: -0.005947, 0.008525
Element [1,1]: 0.997123, 1.021155
Element [1,2]: 0.010699, 0.024779
Element [1,3]: 0.008933, 0.026001
Element [2,0]: 0.001607, 0.016440
Element [2,1]: 0.010699, 0.024779
Element [2,2]: 0.957009, 0.977193
Element [2,3]: 0.017619, 0.032278
Element [3,0]: -0.004762, 0.012297
Element [3,1]: 0.008933, 0.026001
Element [3,2]: 0.017619, 0.032278
Element [3,3]: 0.995534, 1.019896

Covariance Matrix:
1.091043 -0.003901 0.005423 0.014872
-0.003901 1.099806 0.003090 0.009115
0.005423 0.003090 1.115550 -0.007924
0.014872 0.009115 -0.007924 1.111092
Bootstrap Confidence Intervals for Covariance Matrix:
Element [0,0]: 1.079481, 1.104454
Element [0,1]: -0.011118, 0.003327
Element [0,2]: -0.002861, 0.013215
Element [0,3]: 0.005141, 0.023038
Element [1,0]: -0.011118, 0.003327
Element [1,1]: 1.087186, 1.112565
Element [1,2]: -0.005791, 0.010211
Element [1,3]: 0.000085, 0.016502
Element [2,0]: -0.002861, 0.013215
Element [2,1]: -0.005791, 0.010211
Element [2,2]: 1.103919, 1.126381
Element [2,3]: -0.015422, -0.000099
Element [3,0]: 0.005141, 0.023038
Element [3,1]: 0.000085, 0.016502
Element [3,2]: -0.015422, -0.000099
Element [3,3]: 1.098765, 1.123175

